id,en,hu
422,"""Can I have the carriage?"" said Jane.",Megkaphatom a kocsit? - kérdezte Jane.
778,"""You used us abominably ill,"" answered Mrs. Hurst, ""running away without telling us that you were coming out.""","Mondhatom, szép viselkedés - felelte Mrs. Hurst. - Elszaladsz, és egy szóval sem mondod, hogy ti is a parkba készültök."
949,"Mr. Collins was punctual to his time, and was received with great politeness by the whole family.","Mr. Collins pontosan érkezett, s az egész család igen udvariasan fogadta."
334,"Elizabeth, easy and unaffected, had been listened to with much more pleasure, though not playing half so well; and Mary, at the end of a long concerto, was glad to purchase praise and gratitude by Scotch and Irish airs, at the request of her younger sisters, who, with some of the Lucases, and two or three officers, joined eagerly in dancing at one end of the room.","Elizabeth könnyed és mesterkéletlen játékát sokkal nagyobb élvezettel hallgatták, pedig feleolyan jól sem játszott. Mary egy hosszú hangversenymű után skót és ír dalokkal aratott dicséretet és sikert; a dalokat húgai rendelték, akik a terem végében buzgón táncra perdültek néhány Lucas csemetével meg két-három tiszttel."
576,"Bingley urged Mr. Jones being sent for immediately; while his sisters, convinced that no country advice could be of any service, recommended an express to town for one of the most eminent physicians.","Bingley rögtön Mr. Jonesért akart küldeni, nővérei viszont azt hangoztatták, hogy egy vidéki patikárius tanácsa nem ér semmit, inkább Londonból hívjanak sürgősen egy kiváló orvost."
934,"""WILLIAM COLLINS""",William Collins
567,"I never saw such capacity, and taste, and application, and elegance, as you describe united.""","Sohasem láttam együtt olyan tehetséget, olyan szorgalmat, olyan ízlést és olyan előkelőséget."
594,"""You may depend upon it, Madam,"" said Miss Bingley, with cold civility, ""that Miss Bennet will receive every possible attention while she remains with us.""","Legyen nyugodt, asszonyom - jelentette ki Miss Bingley hideg udvariassággal -, hogy Miss Bennetet a lehető leggondosabban ápoljuk, amíg nálunk marad."
530,"What a delightful library you have at Pemberley, Mr. Darcy!""","Milyen gyönyörű könyvtára van önnek Pemberleyben, Mr. Darcy!"
581,"Elizabeth passed the chief of the night in her sister's room, and in the morning had the pleasure of being able to send a tolerable answer to the inquiries which she very early received from Mr. Bingley by a housemaid, and some time afterwards from the two elegant ladies who waited on his sisters.","Elizabeth az éjszaka legnagyobb részét nővére szobájában töltötte, s nagy örömére másnap már kedvezőbb választ adhatott kora reggel a Mr. Bingley nevében érdeklődő szobalánynak, majd kissé később a két előkelő komornának, akik a Bingley nővérek nevében jelentek meg nála."
707,"Do not you, Darcy?""","Nincs igazam, Darcy?"
448,She declared her resolution.,Ezt az elhatározását be is jelentette.
453,"""No, indeed, I do not wish to avoid the walk.",Szó sincs róla. Én nem félek egy kis gyaloglástól.
228,"In understanding, Darcy was the superior. Bingley was by no means deficient, but Darcy was clever.","Kettőjük közül Darcy volt szellemileg fölényben - Bingleyt sem mondhatta senki korlátoltnak, de Darcy valóban okos volt."
352,"""My dear Miss Eliza, why are you not dancing?","Drága Miss Eliza, hát maga miért nem táncol?"
728,"""Upon my word, I cannot exactly explain the matter; Darcy must speak for himself.""","Szavamra, erről magam sem tudnék pontosan számot adni. Hadd nyilatkozzék erről Darcy."
212,"But to be candid without ostentation or design--to take the good of everybody's character and make it still better, and say nothing of the bad--belongs to you alone.","De őszintének lenni hivalkodás és minden mellékgondolat nélkül, meglátni a jót mindenki jellemében, és még jobbnak feltüntetni, elhallgatni a rosszat - ezt csak te tudod."
79,"""Impossible, Mr. Bennet, impossible, when I am not acquainted with him myself; how can you be so teasing?""","Lehetetlen, Bennet, lehetetlen, hiszen magam sem ismerem. Miért kínoz ennyire?"
148,"But there is one of her sisters sitting down just behind you, who is very pretty, and I dare say very agreeable.","De ott ül mögötted az egyik húga, nagyon csinos, s bizonyára igen kellemes leány."
302,"This is not quite enough to make her understand his character.""","De ne felejtsd el, hogy négy estét együtt töltöttek, négy este pedig nagy idő!"
628,"""Certainly, my dear, nobody said there were; but as to not meeting with many people in this neighbourhood, I believe there are few neighbourhoods larger.","Természetesen, szívem, senki sem állította az ellenkezőjét, de ami azt illeti, hogy ezen a környéken nem lehet sok emberrel találkozni, nem hiszem, hogy sok ilyen népes szomszédság volna."
777,"""I did not know that you intended to walk,"" said Miss Bingley, in some confusion, lest they had been overheard.","Nem tudtam, hogy ti is sétálni mentek - mondta Miss Bingley, kissé zavartan, mert attól félt, hogy meghallották beszélgetésüket."
506,"""I am afraid, Mr. Darcy,"" observed Miss Bingley in a half whisper, ""that this adventure has rather affected your admiration of her fine eyes.""","Attól tartok, Mr. Darcy - jegyezte meg Miss Bingley félig suttogva -, hogy ez a kaland kissé lehűtötte a szép szeme iránti csodálatát!"
342,"""You saw me dance at Meryton, I believe, sir.""","Azt hiszem, uram, Merytonban látott már engem táncolni."
485,She had very little notice from any but him.,"A fiatalembert kivéve, a társaság alig vett róla tudomást."
711,"""My ideas flow so rapidly that I have not time to express them--by which means my letters sometimes convey no ideas at all to my correspondents.""","A gondolatok olyan gyorsan tolulnak agyamba, hogy nincs időm kifejezni őket - ezért van az, hogy a címzett néha meg sem érti, mit akarok mondani."
133,"Mr. Darcy danced only once with Mrs. Hurst and once with Miss Bingley, declined being introduced to any other lady, and spent the rest of the evening in walking about the room, speaking occasionally to one of his own party.","Mr. Darcy csak egy fordulót táncolt Mrs. Hursttel, egyet Miss Bingleyvel, kitért az elől, hogy más hölgyeknek is bemutassák, és aztán egész este fel-alá járkált a teremben, csak néha szólt egy-egy szót saját társaságához."
703,"""They are generally long; but whether always charming it is not for me to determine.""","Rendszerint hosszúak, de hogy mindig elragadóak-e, nem én vagyok hivatva megítélni."
311,"Mr. Darcy had at first scarcely allowed her to be pretty; he had looked at her without admiration at the ball; and when they next met, he looked at her only to criticise.","Mr. Darcy eleinte alig ismerte el róla, hogy csinos; a bálon nem tartozott bámulói közé, mikor pedig újból találkoztak, csak azért nézett rá, hogy bírálhassa."
722,"Your conduct would be quite as dependent on chance as that of any man I know; and if, as you were mounting your horse, a friend were to say, 'Bingley, you had better stay till next week,' you would probably do it, you would probably not go--and at another word, might stay a month.""","Viselkedésedet éppúgy befolyásolná a véletlen, mint bárki másét. Ha például éppen lóra szállnál, s egy barátod ezt mondaná: ""Jobb lesz, Bingley, ha vársz jövő hétig"", valószínűleg hallgatnál rá, nem indulnál el - s egy újabb biztatásra talán egy hónapig is itt maradnál."
629,"I know we dine with four-and-twenty families.""",Hiszen mi magunk huszonnégy családdal járunk össze vacsorázni!
0,Source: Project GutenbergAudiobook available here,Source: mek.oszk.huTranslation: Szenczi MiklósAudiobook available here
316,"He began to wish to know more of her, and as a step towards conversing with her himself, attended to her conversation with others.","Darcy szerette volna a lányt jobban megismerni; beszélgetni ugyan még nem beszélgetett vele, de figyelte, amint másokkal társalog."
706,He studies too much for words of four syllables.,Túlságosan nagy igyekezettel keresi a hosszú szavakat.
547,I never met with anybody who delighted me so much.,"Még eddig senkivel sem találkoztam, aki ennyire tetszett volna nekem."
872,"""And _your_ defect is to hate everybody.""","Az ön hibája tehát az a hajlam, hogy mindenkit gyűlöljön."
532,"""And then you have added so much to it yourself, you are always buying books.""",És maga is mennyivel gyarapította: folyton könyveket vásárol.
477,"Miss Bingley offered her the carriage, and she only wanted a little pressing to accept it, when Jane testified such concern in parting with her, that Miss Bingley was obliged to convert the offer of the chaise to an invitation to remain at Netherfield for the present.","Miss Bingley felajánlotta a hintót, amelyet Elizabeth kis rábeszélés után el is fogadott volna, de Jane annyira szívére vette húga távozását, hogy Miss Bingley kénytelen volt a kocsi helyett más ajánlatot tenni Elizának: meghívta, maradjon egyelőre Netherfieldben."
404,"I had hoped that our sentiments coincided in every particular, but I must so far differ from you as to think our two youngest daughters uncommonly foolish.""","Mindig azt reméltem, hogy nézeteink a legapróbb részletekben is egyezni fognak, de ezen a ponton kissé eltér a véleményem, mert két legifjabb leányunkat szerfelett ostobának tartom."
172,"So he inquired who she was, and got introduced, and asked her for the two next.","Érdeklődött iránta, bemutattatta magát, és felkérte a következő két fordulóra."
125,"Bingley, his two sisters, the husband of the eldest, and another young man.","Mr. Bingley, két nővére, az idősebbik nővér férje és még egy fiatalember."
394,"They could talk of nothing but officers; and Mr. Bingley's large fortune, the mention of which gave animation to their mother, was worthless in their eyes when opposed to the regimentals of an ensign.","Egyébről nem is tudtak már beszélni, csak a tisztekről, s Mr. Bingley hatalmas vagyona, melynek puszta említése is fellelkesítette anyjukat, az ő szemükben értéktelenné törpült, ha egy zászlós egyenruhájával hasonlították össze."
420,"""With the officers!"" cried Lydia. ""I wonder my aunt did not tell us of _that_.""",- A tisztekkel! - kiáltott fel Lydia. - A nénink egy szót sem szólt erről!
552,"My dear Charles, what do you mean?"" ""Yes, all of them, I think.","De kedves Charles, hogy mondhatsz ilyet? - Igen, valamennyien, legalábbis én úgy látom."
903,"I know of nobody that is coming, I am sure, unless Charlotte Lucas should happen to call in--and I hope _my_ dinners are good enough for her.","Tudtommal nem jön senki, hacsak Charlotte Lucas nem toppan be, neki meg, remélem, elég jó a mindennapi vacsoránk."
90,"Mary wished to say something sensible, but knew not how.","Mary valami nagyon okosat akart felelni, de nem tudta, mit."
939,"""He must be an oddity, I think,"" said she.","Furcsa egy ember lehet - mondotta -, nem tudom kiismerni a levélből. Valami rettenetes nagyképűség van a stílusában."
181,"I dare say the lace upon Mrs. Hurst's gown--""","Mondhatom, Mrs. Hurst csipkegallérja..."
274,"Vanity and pride are different things, though the words are often used synonymously.","A hiúság és a büszkeség két különböző dolog, bár e szavakat gyakran felcserélik."
895,"But their father, though very laconic in his expressions of pleasure, was really glad to see them; he had felt their importance in the family circle.","Apjuk viszont, noha igen szűkszavúan fejezte ki érzelmeit, őszintén megörült nekik, mert érezte, mennyire hiányoznak a családi körből."
69,"She is a selfish, hypocritical woman, and I have no opinion of her.""","Önző, képmutató nőszemély, nem várok tőle semmi jót."
291,"Bingley likes your sister undoubtedly; but he may never do more than like her, if she does not help him on."" ""But she does help him on, as much as her nature will allow.","Bingleynek tetszik a nővéred, ez kétségtelen; de talán meg is marad a tetszésnél, ha Jane nem megy félúton elébe. - De hiszen elébe megy, amennyire a természete megengedi."
131,Such amiable qualities must speak for themselves.,Az ilyen szeretetre méltó tulajdonságok önmagukért beszélnek.
300,"As yet, she cannot even be certain of the degree of her own regard nor of its reasonableness.","Mindössze két hete ismeri Bingleyt, négy fordulót táncolt vele Merytonban, egy délelőtt látogatást tett netherfieldi házában, azóta pedig négyszer vacsorázott a társaságában."
424,"""That would be a good scheme,"" said Elizabeth, ""if you were sure that they would not offer to send her home.""","Nem is rossz eszme, mama - jegyezte meg Elizabeth -, ha biztosra vehetné, hogy Jane-t nem küldik haza a kocsijukon."
326,"""You are severe on us.""","Látom, szigorúan ítél meg bennünket."
144,"""I would not be so fastidious as you are,"" cried Mr. Bingley, ""for a kingdom! Upon my honour, I never met with so many pleasant girls in my life as I have this evening; and there are several of them you see uncommonly pretty.""","Hitemre, én nem lennék ilyen kényes! - kiáltott Bingley. - Becsületszavamra mondom, soha életemben nem találkoztam ennyi kedves leánnyal, mint ma este; van köztük néhány rendkívül csinos."
423,"""No, my dear, you had better go on horseback, because it seems likely to rain; and then you must stay all night.""","Nem, szívem, jobb lesz, ha lóháton mégy, mert esőre áll az idő, s ha esik, ott kell maradnod éjszakára."
580,Chapter 9,9. FEJEZET
135,"Amongst the most violent against him was Mrs. Bennet, whose dislike of his general behaviour was sharpened into particular resentment by his having slighted one of her daughters.","Leghevesebb ellenségei közé tartozott Mrs. Bennet, akinek általában nem tetszett Mr. Darcy viselkedése, de ellenszenve személyes haraggá fokozódott, mert a fiatalember megsértette egyik leányát."
450,"You will not be fit to be seen when you get there.""","Mire odaérsz, olyan csatakos leszel, hogy senki előtt nem mutatkozhatsz."
164,He had rather hoped that his wife's views on the stranger would be disappointed; but he soon found out that he had a different story to hear.,"Magában azt remélte, hogy felesége csalódni fog az idegenben; de hamarosan rájött, hogy egészen más történetet kell végighallgatnia."
28,"""I see no occasion for that.",Eszem ágában sincs.
773,Do let the portraits of your uncle and aunt Phillips be placed in the gallery at Pemberley. Put them next to your great-uncle the judge.,"Festesse meg Philips nagybácsi és nagynéni arcképét a pemberleyi gyűjtemény számára, és akassza fel nagybátyja, a magas rangú bíró mellé."
193,"""He is also handsome,"" replied Elizabeth, ""which a young man ought likewise to be, if he possibly can. His character is thereby complete.""","Hozzá még csinos is - jegyezte meg Elizabeth. - Egy fiatalembertől ezt is elvárjuk, már amennyire tőle telik, a jellemére ez teszi fel a koronát."
388,"The two youngest of the family, Catherine and Lydia, were particularly frequent in these attentions; their minds were more vacant than their sisters', and when nothing better offered, a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening; and however bare of news the country in general might be, they always contrived to learn some from their aunt.","A család két legfiatalabb tagja, Catherine és Lydia, különösen gyakran tett ilyen rokoni látogatást; lelkük üresebb volt, mint nénjeiké, s ha jobb dolguk nem akadt, egy merytoni sétával elütötték a délelőttöt, és témát is találtak az esti társalgáshoz; bármilyen eseménytelen is általában a vidéki élet, mindig sikerült valami érdekes hírt megtudni nagynénjüktől."
852,"But it has been the study of my life to avoid those weaknesses which often expose a strong understanding to ridicule.""","De egész életemben igyekeztem kikerülni azokat a gyöngeségeket, amelyek az értelmes embert is gyakran nevetségessé teszik."
169,"Only think of _that_, my dear; he actually danced with her twice! and she was the only creature in the room that he asked a second time.","Ő volt az egyetlen a teremben, akit másodszor is felkért."
705,"""That will not do for a compliment to Darcy, Caroline,"" cried her brother, ""because he does _not_ write with ease.","Darcy ezt aligha fogja bóknak tartani, Caroline - mondta a fivére -, mert ő nem ír könnyen."
140,"""I certainly shall not.",Semmi kedvem sincs hozzá.
173,"Then the two third he danced with Miss King, and the two fourth with Maria Lucas, and the two fifth with Jane again, and the two sixth with Lizzy, and the _Boulanger_--""","A harmadik tánc két fordulójában Miss King volt a párja, a két negyedik fordulóban Maria Lucas, a két ötödikben megint Jane, a két hatodikban Lizzy, ami pedig a Boulanger..."
6,"""My dear Mr. Bennet,"" said his lady to him one day, ""have you heard that Netherfield Park is let at last?""","Kedves Bennet - mondta Mrs. Bennet férjének egy napon -, hallotta már, hogy Netherfield Park végre bérlőre talált?"
745,"""Perhaps I do.","Lehet, hogy igazad van."
478,"Elizabeth most thankfully consented, and a servant was dispatched to Longbourn to acquaint the family with her stay and bring back a supply of clothes.","Elizabeth hálás szavakkal fogadta el a meghívást. Longbournba inast küldtek, hogy értesítse a családot elhatározásáról, és hozzon magával néhány napra való ruhaneműt."
73,"Have a little compassion on my nerves. You tear them to pieces.""","Kíméld kissé az idegeimet, tönkremennek belé."
910,But--good Lord! how unlucky!,Te jó ég! Mitévő legyek?
813,"""By the bye, Charles, are you really serious in meditating a dance at Netherfield?","Mondd csak, Charles, komolyan az a terved, hogy táncmulatságot rendezel Netherfieldben?"
238,Chapter 5,5. FEJEZET
145,"""_You_ are dancing with the only handsome girl in the room,"" said Mr. Darcy, looking at the eldest Miss Bennet.","Az egyetlen csinos lány a teremben az, akivel te táncolsz - mondta Mr. Darcy, a legidősebb Miss Bennetre pillantva."
792,Their powers of conversation were considerable.,"A két Bingley nővér nagy örömmel üdvözölte Jane-t, alig győzték ismételni, mennyire örülnek neki."
234,"Darcy, on the contrary, had seen a collection of people in whom there was little beauty and no fashion, for none of whom he had felt the smallest interest, and from none received either attention or pleasure.","Darcy viszont a jelenlevők közül keveset talált szépnek, senkit sem előkelőnek; senki iránt nem érzett egy szikrányi érdeklődést sem, és tőlük sem kapott sem figyelmet, sem örömet."
220,"Mr. Bingley inherited property to the amount of nearly a hundred thousand pounds from his father, who had intended to purchase an estate, but did not live to do it.","Mr. Bingley majd százezer font vagyont örökölt apjától, aki földbirtokot akart szerezni, de nem érhette meg terve megvalósulását."
923,"But if you will listen to his letter, you may perhaps be a little softened by his manner of expressing himself.""","De ha meghallgatja, hogy mit ír, talán kissé megenyhül a levele hangjától."
500,"""_You_ observed it, Mr. Darcy, I am sure,"" said Miss Bingley; ""and I am inclined to think that you would not wish to see _your_ sister make such an exhibition.""","Bizonyára észrevette, Mr. Darcy - mondta Miss Bingley -, s gondolom, nem szeretné, ha az ön húga ilyen nevetségessé tenné magát."
132,What a contrast between him and his friend!,Mennyire más volt a barátja!
990,"""She is a most charming young lady indeed.",Rendkívül bájos ifjú hölgy.
774,"They are in the same profession, you know, only in different lines.","Úgyis egy pályán működnek, csak más-más vonalon."
185,So high and so conceited that there was no enduring him!,"Hihetetlenül öntelt, magasan hordja az orrát!"
41,"I dare say Mr. Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying whichever he chooses of the girls; though I must throw in a good word for my little Lizzy.""","Mr. Bingley bizonyára nagyon szívesen látja magukat; majd átadnak neki néhány sort, amelyben atyai áldásomat adom, ha a lányok bármelyikét feleségül akarja venni - noha a magam részéről a kis Lizzy mellett emelnék szót."
696,"""How can you contrive to write so even?""",Hogy tud ilyen egyenletesen írni?
108,"Not all that Mrs. Bennet, however, with the assistance of her five daughters, could ask on the subject, was sufficient to draw from her husband any satisfactory description of Mr. Bingley.","Mrs. Bennet hiába kíváncsiskodott: öt leánya segítségével sem bírta férjét rávenni, hogy megfelelő leírást adjon Mr. Bingleyről."
588,Bingley met them with hopes that Mrs. Bennet had not found Miss Bennet worse than she expected.,"Bingley rögtön azt a reményét fejezte ki, hogy Mrs. Bennet nem találta leányát betegebbnek, mint gondolta."
56,"She was a woman of mean understanding, little information, and uncertain temper.","Mrs. Bennetet könnyebb volt kiismerni: gyarló eszű, csekély tudású, hullámzó kedélyű asszony volt."
405,"""My dear Mr. Bennet, you must not expect such girls to have the sense of their father and mother.","Drága Bennet, ilyen fiatal leányoktól nem várhatja el, hogy olyan okosak legyenek, mint az apjuk vagy az anyjuk."
442,"""Well, my dear,"" said Mr. Bennet, when Elizabeth had read the note aloud, ""if your daughter should have a dangerous fit of illness--if she should die, it would be a comfort to know that it was all in pursuit of Mr. Bingley, and under your orders.""","Nos, drágám - mondta Mr. Bennet, miután Elizabeth felolvasta a levelet -, ha leánya most valami veszélyes betegséget kap, amibe bele is halhat, vigasztalásul szolgálhat az, hogy Mr. Bingley után szaladt, mégpedig a maga utasítására."
757,"After playing some Italian songs, Miss Bingley varied the charm by a lively Scotch air; and soon afterwards Mr. Darcy, drawing near Elizabeth, said to her:","Néhány olasz dal után Miss Bingley egy vidám skót táncnótával élénkítette műsorát: Darcy, csakhamar Elizához lépett, ezekkel a szavakkal:"
997,Her ladyship seemed pleased with the idea; and you may imagine that I am happy on every occasion to offer those little delicate compliments which are always acceptable to ladies.,"Őladységének nyilván tetszett ez a hasonlat; képzelheti, asszonyom, milyen boldogan ragadok meg minden alkalmat ilyen finom kis bókokra, amelyek mindig megörvendeztetik a hölgyeket."
24,"""Is that his design in settling here?""",Talán ezzel a szándékkal telepszik itt le?
467,Her inquiries after her sister were not very favourably answered.,"Elizabeth nővére iránt érdeklődött, de nem kapott kedvező választ."
539,"""With all my heart; I will buy Pemberley itself if Darcy will sell it.""","Ezer örömmel: magát Pemberleyt is megveszem, ha Darcy eladja."
531,"""It ought to be good,"" he replied, ""it has been the work of many generations.""","Kell is, hogy jó legyen - felelte Darcy -, hiszen sok nemzedék gyűjtésének az eredménye."
618,"Everybody was surprised, and Darcy, after looking at her for a moment, turned silently away.","Mindenki meglepődött; Darcy egy pillanatig ránézett, aztán némán elfordult."
694,"Let me mend it for you. I mend pens remarkably well.""","Hadd hegyezzem meg, nagyon jól értek ehhez."
926,"Why could he not keep on quarreling with you, as his father did before him?""","Inkább folytatná a pörlekedést, amit már az apja elkezdett."
338,"I consider it as one of the first refinements of polished society.""",Az én szememben ez a művelt társadalom egyik legkifinomultabb kedvtelése.
51,"""Ah, you do not know what I suffer.""","Ó, ha tudná, mit szenvedek!"
507,"""Not at all,"" he replied; ""they were brightened by the exercise.""","Egyáltalán nem - felelte Darcy -, meg ragyogóbbnak tetszett a szeme a gyaloglás után."
516,"To this speech Bingley made no answer; but his sisters gave it their hearty assent, and indulged their mirth for some time at the expense of their dear friend's vulgar relations.","Bingley nem válaszolt erre, de nővérei buzgón helyeseltek, s egy ideig fesztelenül mulattak kedves barátnőjük közönséges rokonságán."
920,Jane and Elizabeth tried to explain to her the nature of an entail.,"Jane és Elizabeth igyekeztek megmagyarázni anyjuknak, mit jelent az, ha a tulajdon öröklését végrendelet korlátozza."
781,"Mr. Darcy felt their rudeness, and immediately said:","Darcy érezte, hogy udvariatlanságuk szándékos, és rögtön megszólalt:"
264,"But I can guess how it was; everybody says that he is eat up with pride, and I dare say he had heard somehow that Mrs. Long does not keep a carriage, and had come to the ball in a hack chaise.""","Mindenki azt meséli, hogy majd szétveti a gőg. Valahogy megtudhatta, hogy Mrs. Longnak nincs hintója, és bérkocsin jött a bálba."
817,"It would surely be much more rational if conversation instead of dancing were made the order of the day.""","Sokkal ésszerűbb volna, ha tánc helyett társalgás lenne napirenden."
710,"He leaves out half his words, and blots the rest.""","A szavak felét kihagyja, a többit pedig bepacázza."
682,"The perpetual commendations of the lady, either on his handwriting, or on the evenness of his lines, or on the length of his letter, with the perfect unconcern with which her praises were received, formed a curious dialogue, and was exactly in union with her opinion of each.","A hölgy állandóan ömlengett: milyen szép Darcy kézírása, milyen egyenesek a sorai, milyen hosszú levelet tud írni; a férfi közömbösen fogadta ezeket a dicséreteket, s így furcsa párbeszéd szövődött köztük, amely tökéletes összhangban volt Elizának kettőjükről alkotott véleményével."
832,"""I have not the smallest objection to explaining them,"" said he, as soon as she allowed him to speak. ""You either choose this method of passing the evening because you are in each other's confidence, and have secret affairs to discuss, or because you are conscious that your figures appear to the greatest advantage in walking; if the first, I would be completely in your way, and if the second, I can admire you much better as I sit by the fire.""","Ha óhajtja, nagyon szívesen megmagyarázom - mondta Darcy, mihelyt Miss Bingley szóhoz engedte jutni. - Vagy azért töltik így az estét, mert mint bizalmas barátnők titkaikat akarják egymással kicserélni, vagy azért, mert tudják, hogy alakjuk járás közben mutatkozik legelőnyösebben. Az első esetben csak útban volnék, ha pedig a másik eset forog fenn, a kandalló mellől sokkal jobban gyönyörködhetem alakjukban."
518,"She was still very poorly, and Elizabeth would not quit her at all, till late in the evening, when she had the comfort of seeing her sleep, and when it seemed to her rather right than pleasant that she should go downstairs herself.","Jane még akkor is igen rosszul érezte magát, s Elizabeth nem hagyta magára, csak késő este, amikor örömmel látta, hogy nővére elaludt, s úgy érezte (inkább kötelességből, mint szórakozásból), hogy neki is le kell mennie."
447,"Elizabeth, feeling really anxious, was determined to go to her, though the carriage was not to be had; and as she was no horsewoman, walking was her only alternative.","Elizabeth komolyan aggódott, és mindenáron látni akarta nővérét, ha nincs is kocsi; mivel azonban lovagolni nem tudott, csak gyalog mehetett Netherfieldbe."
18,A single man of large fortune; four or five thousand a year.,"Nőtlen ember, méghozzá vagyonos; négy-ötezer font az évi jövedelme."
715,"""The indirect boast; for you are really proud of your defects in writing, because you consider them as proceeding from a rapidity of thought and carelessness of execution, which, if not estimable, you think at least highly interesting.","A rejtett dicsekvéshez. Te valójában büszke vagy pongyola írásodra, mert azt tartod, hogy a gyors gondolkozás és a hanyag kivitel következménye, s ez a te szemedben, ha nem is becsülendő, de mindenesetre fölöttébb érdekes."
483,"Their brother, indeed, was the only one of the party whom she could regard with any complacency.","Az egész társaságban a fivérük volt az egyetlen, akire barátságos érzésekkel gondolt."
568,"Mrs. Hurst and Miss Bingley both cried out against the injustice of her implied doubt, and were both protesting that they knew many women who answered this description, when Mr. Hurst called them to order, with bitter complaints of their inattention to what was going forward.","Mrs. Hurst és Miss Bingley hangosan tiltakoztak, mindketten kijelentették, hogy Elizabeth kételyei igazságtalanok, s azt erősítgették, hogy nőismerőseik közül sokan megfelelnek ennek a leírásnak - most azonban Mr. Hurst rendreutasította őket, s keserű szemrehányást tett, hogy nem figyelnek a játékra."
433,Her hopes were answered; Jane had not been gone long before it rained hard.,"Reményei be is teljesedtek: Jane nem juthatott még messzire, amikor megeredt a zápor."
367,"The insipidity, and yet the noise--the nothingness, and yet the self-importance of all those people!","Micsoda ízetlen, lármás mulatozás; miféle üresfejű és mégis öntelt emberek!"
83,"But if _we_ do not venture somebody else will; and after all, Mrs. Long and her daughters must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.""","Elvégre Mrs. Longot és unokahúgait sem lehet megfosztani az esélytől; ő bizonyára szívességnek fogja ezt tekinteni, s ha maga nem hajlandó erre a szolgálatra, én vállalom."
61,"He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid she had no knowledge of it.","Mindjárt kezdetben úgy döntött, hogy meglátogatja, bár feleségének az utolsó pillanatig azt hajtogatta, hogy nem keresi fel, s az asszony a látogatásról csak a következő este szerzett tudomást."
638,"""Did Charlotte dine with you?""",Ott maradt Charlotte vacsorára?
272,"""Pride,"" observed Mary, who piqued herself upon the solidity of her reflections, ""is a very common failing, I believe.","A büszkeség - jelentette ki Mary, aki szeretett hivalkodni tartalmas gondolataival - véleményem szerint igen gyakori hiba."
285,She mentioned this to her friend Miss Lucas.,"Ezt a meggyőződését barátnőjével, Miss Lucasszal is közölte."
360,"""He is, indeed; but, considering the inducement, my dear Miss Eliza, we cannot wonder at his complaisance--for who would object to such a partner?""","Valóban az; de ha megfontoljuk az okot, drága Miss Eliza, nem csodálkozhatunk készségén; mert hiszen ki emelhetne kifogást ilyen partner ellen?"
354,"You cannot refuse to dance, I am sure when so much beauty is before you."" And, taking her hand, he would have given it to Mr. Darcy who, though extremely surprised, was not unwilling to receive it, when she instantly drew back, and said with some discomposure to Sir William:","Biztosra veszem, hogy ennyi szépségnek ön sem tud ellenállni. - Ezzel megfogta Elizabeth kezét, hogy Darcyéba tegye, aki rendkívül meg volt ugyan lepve, de nem húzódozott; a leány azonban tüstént visszavonta kezét, s kissé zavartan fordult Sir Williamhez:"
456,"""I admire the activity of your benevolence,"" observed Mary, ""but every impulse of feeling should be guided by reason; and, in my opinion, exertion should always be in proportion to what is required.""","Bámulom vállalkozó kedvedet és segítőkészségedet - jegyezte meg Mary -, de az ösztönös érzelmeket az észnek kell kormányoznia. Véleményem szerint az igyekezet álljon mindig arányban a szükséggel."
278,"""Then you would drink a great deal more than you ought,"" said Mrs. Bennet; ""and if I were to see you at it, I should take away your bottle directly.""","Egy falka vadászkutyát tartanék, és mindennap meginnék egy üveg bort. - Akkor sokkal többet innál, mint amennyit szabad - csapott le rá Mrs. Bennet -, s ha meglátnálak, rögtön elvenném tőled az üveget."
12,This was invitation enough.,Az asszonynak nem kellett több biztatás.
182,Here she was interrupted again. Mr. Bennet protested against any description of finery.,"Mr. Bennet ismét közbeszólt, s tiltakozott mindenféle divatbeszámoló ellen."
368,"What would I give to hear your strictures on them!""","Mit nem adnék, ha az ön gúnyos magyarázatát hallhatnám róluk!"
881,"Mrs. Bennet sent them word that they could not possibly have the carriage before Tuesday; and in her postscript it was added, that if Mr. Bingley and his sister pressed them to stay longer, she could spare them very well.","Mrs. Bennet válaszában azt írta, hogy kedd előtt semmiképp sem kaphatják meg a kocsit. Az utóiratban hozzátette, bátran maradhatnak még tovább is, ha Mr. Bingley és nővére tartóztatná őket."
615,"In a country neighbourhood you move in a very confined and unvarying society.""",A vidéki környezetben az ember igen szűk körű és változatlan társaságban mozog.
223,"Mr. Bingley had not been of age two years, when he was tempted by an accidental recommendation to look at Netherfield House.","Két év sem telt még el, mióta Mr. Bingley nagykorú lett, amikor egy véletlen ajánlás arra bírta, hogy megszemlélje a netherfieldi kastélyt."
572,"""Undoubtedly,"" replied Darcy, to whom this remark was chiefly addressed, ""there is a meanness in _all_ the arts which ladies sometimes condescend to employ for captivation.","Kétségtelen - felelte Darcy (a megjegyzés elsősorban neki szólt) -, hogy van valami hitvány vonás mindabban a mesterkedésben, amelyhez a hölgyek néha lealacsonyodnak, hogy meghódítsanak egy férfit."
